Time_Index,Actual_VW_30cm,Predicted_VW_30cm
122,0.17,0.17147740248416818
123,0.171,0.1710021433694642
124,0.171,0.1716825800381427
125,0.17,0.17161935486336607
126,0.171,0.17131928005642488
127,0.171,0.17162396637706576
128,0.17,0.17170072183408758
129,0.172,0.17119908944145545
130,0.171,0.17233224392106436
131,0.171,0.17188865020490174
132,0.171,0.171898349284277
133,0.171,0.17194991031192766
134,0.171,0.17174835272623676
135,0.172,0.17195696294535398
136,0.171,0.17248840128105694
137,0.172,0.17205647171202032
138,0.171,0.1725678031840277
139,0.171,0.17210606767192024
140,0.171,0.1719161742333553
141,0.171,0.1720065589052539
142,0.171,0.17183677233038455
143,0.171,0.17195696294535398
144,0.171,0.17186854334120616
145,0.171,0.17186854334120616
146,0.17,0.17186854334120616
147,0.17,0.17124868540135535
148,0.17,0.1710607570305412
149,0.17,0.1709813551275704
150,0.17,0.1709317591676705
151,0.17,0.17096353017849208
152,0.17,0.1708751105743443
153,0.171,0.1708751105743443
154,0.171,0.17149496851419507
155,0.17,0.17168289688500926
156,0.171,0.17114244084812924
157,0.171,0.17162396637706576
158,0.172,0.17170072183408758
159,0.171,0.17243880532115705
160,0.171,0.17208824272284193
161,0.171,0.1718595256400291
162,0.171,0.17191813930110605
163,0.171,0.17183677233038455
164,0.171,0.17195696294535398
165,0.171,0.17186854334120616
166,0.171,0.17186854334120616
167,0.171,0.17186854334120616
168,0.17,0.17186854334120616
169,0.171,0.17124868540135535
170,0.171,0.17168061497039197
171,0.171,0.17178914143823537
172,0.171,0.17181894738130624
173,0.171,0.17190031435202774
174,0.17,0.17178012373705834
175,0.171,0.17124868540135535
176,0.17,0.17168061497039197
177,0.17,0.1711692834983846
178,0.17,0.17101116107064127
179,0.17,0.171013126138392
180,0.17,0.17084333956352268
181,0.17,0.17096353017849208
182,0.171,0.1708751105743443
183,0.171,0.17149496851419507
184,0.171,0.17168289688500926
185,0.171,0.17176229878798002
186,0.171,0.17181189474787995
187,0.17,0.17178012373705834
188,0.17,0.17124868540135535
189,0.171,0.1710607570305412
190,0.17,0.1716012130674212
191,0.17,0.17111968753848467
192,0.171,0.17104293208146287
193,0.17,0.171544564474095
194,0.171,0.17103126793433687
195,0.171,0.17166279002131365
196,0.171,0.17173249284490916
197,0.171,0.17173052777715844
198,0.171,0.17190031435202774
199,0.171,0.17178012373705834
200,0.171,0.17186854334120616
201,0.17,0.17186854334120616
202,0.17,0.17124868540135535
203,0.17,0.1710607570305412
204,0.17,0.1709813551275704
205,0.17,0.1709317591676705
206,0.17,0.17096353017849208
207,0.17,0.1708751105743443
208,0.171,0.1708751105743443
209,0.17,0.17149496851419507
210,0.171,0.17106303894515845
211,0.171,0.17157437041716586
212,0.17,0.17173249284490916
213,0.17,0.17111066983730763
214,0.171,0.17109252804136277
215,0.17,0.1715127934632734
216,0.17,0.17111968753848467
217,0.17,0.17104293208146287
218,0.17,0.1709247065342442
219,0.171,0.17084333956352268
220,0.17,0.1715833881183429
221,0.17,0.17106303894515845
222,0.17,0.17095451247731505
223,0.17,0.1709247065342442
224,0.17,0.17084333956352268
225,0.17,0.17096353017849208
226,0.17,0.1708751105743443
227,0.17,0.1708751105743443
228,0.17,0.1708751105743443
229,0.17,0.1708751105743443
230,0.17,0.1708751105743443
231,0.17,0.1708751105743443
232,0.17,0.1708751105743443
233,0.17,0.1708751105743443
234,0.17,0.1708751105743443
235,0.17,0.1708751105743443
236,0.17,0.1708751105743443
237,0.17,0.1708751105743443
238,0.17,0.1708751105743443
239,0.17,0.1708751105743443
240,0.17,0.1708751105743443
241,0.17,0.1708751105743443
242,0.17,0.1708751105743443
243,0.17,0.1708751105743443
244,0.169,0.1708751105743443
245,0.169,0.17025525263449345
246,0.17,0.17006732426367926
247,0.17,0.1706077803005593
248,0.17,0.1707461127114736
249,0.17,0.170857285625266
250,0.17,0.17081846198101802
251,0.17,0.17078669097019644
252,0.169,0.1708751105743443
253,0.17,0.17025525263449345
254,0.17,0.17068718220353007
255,0.17,0.1707957086713735
256,0.169,0.1708255146144444
257,0.17,0.17028702364531506
258,0.17,0.17059876259938223
259,0.17,0.1707957086713735
260,0.17,0.1708255146144444
261,0.17,0.17090688158516587
262,0.17,0.17078669097019644
263,0.17,0.1708751105743443
264,0.17,0.1708751105743443
265,0.169,0.1708751105743443
266,0.17,0.17025525263449345
267,0.169,0.17068718220353007
268,0.169,0.17017585073152267
269,0.169,0.1700177283037794
270,0.17,0.17001969337153008
271,0.169,0.17046976473651157
272,0.169,0.17015802578244438
273,0.169,0.16996107971045316
274,0.169,0.16993127376738226
275,0.169,0.1698499067966608
276,0.169,0.16997009741163022
277,0.17,0.16988167780748237
278,0.17,0.17050153574733318
279,0.17,0.17068946411814737
280,0.17,0.17076886602111815
281,0.17,0.17081846198101802
282,0.17,0.17078669097019644
283,0.17,0.1708751105743443
284,0.17,0.1708751105743443
285,0.17,0.1708751105743443
286,0.17,0.1708751105743443
287,0.17,0.1708751105743443
288,0.17,0.1708751105743443
289,0.17,0.1708751105743443
290,0.169,0.1708751105743443
291,0.169,0.17025525263449345
292,0.169,0.17006732426367926
293,0.169,0.1699879223607085
294,0.169,0.1699383264008086
295,0.169,0.16997009741163022
296,0.169,0.16988167780748237
297,0.169,0.16988167780748237
298,0.169,0.16988167780748237
299,0.169,0.16988167780748237
300,0.17,0.16988167780748237
301,0.17,0.17050153574733318
302,0.17,0.17068946411814737
303,0.17,0.17076886602111815
304,0.17,0.17081846198101802
305,0.17,0.17078669097019644
306,0.17,0.1708751105743443
307,0.17,0.1708751105743443
308,0.17,0.1708751105743443
309,0.17,0.1708751105743443
310,0.17,0.1708751105743443
311,0.17,0.1708751105743443
312,0.17,0.1708751105743443
313,0.17,0.1708751105743443
314,0.169,0.1708751105743443
315,0.17,0.17025525263449345
316,0.169,0.17068718220353007
317,0.17,0.1701758507315227
318,0.17,0.17063758624363018
319,0.169,0.17082747968219508
320,0.17,0.17011723707044574
321,0.169,0.17071895321435165
322,0.17,0.17008743112737484
323,0.169,0.17063758624363018
324,0.17,0.17020762174234427
325,0.169,0.17054916663948236
326,0.169,0.17020762174234427
327,0.169,0.16992930869963155
328,0.17,0.17001969337153008
329,0.169,0.17046976473651157
330,0.169,0.17015802578244438
331,0.169,0.16996107971045316
332,0.17,0.16993127376738226
333,0.169,0.17046976473651157
334,0.169,0.17015802578244438
335,0.169,0.16996107971045316
336,0.169,0.16993127376738226
337,0.169,0.1698499067966608
338,0.169,0.16997009741163022
339,0.169,0.16988167780748237
340,0.169,0.16988167780748237
341,0.169,0.16988167780748237
342,0.169,0.16988167780748237
343,0.169,0.16988167780748237
344,0.169,0.16988167780748237
345,0.169,0.16988167780748237
346,0.169,0.16988167780748237
347,0.169,0.16988167780748237
348,0.168,0.16988167780748237
349,0.168,0.16926181986763156
350,0.168,0.16907389149681737
351,0.168,0.1689944895938466
352,0.168,0.16894489363394669
353,0.168,0.16897666464476827
354,0.168,0.16888824504062044
355,0.168,0.16888824504062044
356,0.168,0.16888824504062044
357,0.168,0.16888824504062044
358,0.167,0.16888824504062044
359,0.168,0.16826838710076966
360,0.169,0.16870031666980628
361,0.168,0.1694287010775005
362,0.169,0.1690265774515347
363,0.169,0.16961927589426365
364,0.168,0.16965720770703752
365,0.168,0.1691238043035838
366,0.169,0.16910566250763898
367,0.168,0.1695259279295496
368,0.168,0.16913282200476087
369,0.168,0.16905606654773905
370,0.168,0.16893784100052037
371,0.168,0.16885647402979886
372,0.165,0.1689766646447683
373,0.168,0.16702867122106801
374,0.167,0.1683244599281779
375,0.168,0.16803018139185735
376,0.168,0.16855152879010654
377,0.167,0.16890415617011448
378,0.166,0.16795353232842622
379,0.166,0.16749237180092624
380,0.165,0.16710485091217187
381,0.165,0.16644441471359822
382,0.165,0.16623866139370572
383,0.165,0.1661026108974087
384,0.168,0.16596459533336094
385,0.165,0.16785594016373503
386,0.168,0.1664717318524773
387,0.168,0.1680057262684995
388,0.168,0.16848009355172944
389,0.167,0.1684741983484772
390,0.168,0.16836370013323446
391,0.167,0.16843505785736276
392,0.168,0.16818898519779887
393,0.167,0.16865072070990636
394,0.166,0.16822075620862045
395,0.167,0.1673225852260569
396,0.166,0.16784489946699208
397,0.165,0.16716378142011537
398,0.166,0.16650599166749064
399,0.166,0.1668514667001302
400,0.166,0.16679020659310428
401,0.165,0.16694020315114458
402,0.167,0.16631329257786745
403,0.166,0.16724488947178542
404,0.166,0.16700990597474005
405,0.166,0.1669311854499675
406,0.167,0.16698274647761818
407,0.165,0.167401046831778
408,0.165,0.16655786954200782
409,0.165,0.1661729950992024
410,0.165,0.1660637872531608
411,0.164,0.16593282432253936
412,0.164,0.1654649280084796
413,0.164,0.16510016042936973
414,0.164,0.16502075852639897
415,0.165,0.16497116256649907
416,0.165,0.1656227915171715
417,0.165,0.16572230028383783
418,0.165,0.16580170218680862
419,0.165,0.1658512981467085
420,0.165,0.1658195271358869
421,0.166,0.16590794674003473
422,0.166,0.16652780467988557
423,0.165,0.16671573305069973
424,0.166,0.16617527701381968
425,0.166,0.16665680254275625
426,0.166,0.16673355799977804
427,0.166,0.16685178354699673
428,0.166,0.16693315051771826
429,0.165,0.1668129599027488
430,0.166,0.16628152156704581
431,0.165,0.16671345113608246
432,0.165,0.16620211966407503
433,0.165,0.16604399723633173
434,0.165,0.16604596230408247
435,0.165,0.16587617572921312
436,0.165,0.16599636634418258
437,0.166,0.16590794674003473
438,0.165,0.16652780467988557
439,0.166,0.16609587511084892
440,0.166,0.16660720658285633
441,0.165,0.16676532901059965
442,0.166,0.16614350600299807
443,0.165,0.16674522214690407
444,0.166,0.1661137000599272
445,0.166,0.16666385517618257
446,0.166,0.1668537486147475
447,0.166,0.16676336394284888
448,0.166,0.16693315051771826
449,0.166,0.1668129599027488
450,0.166,0.16690137950689665
451,0.166,0.16690137950689665
452,0.167,0.16690137950689665
453,0.166,0.16752123744674743
454,0.166,0.1670893078777108
455,0.166,0.16698078140986738
456,0.167,0.16695097546679655
457,0.167,0.16748946643592585
458,0.165,0.16779758542170944
459,0.165,0.16654885184083074
460,0.165,0.1662225910591023
461,0.166,0.16603201624233918
462,0.165,0.16664110186653802
463,0.166,0.1662727143191446
464,0.166,0.16660720658285633
465,0.166,0.16676532901059965
466,0.166,0.1667633639428489
467,0.166,0.16693315051771826
468,0.166,0.1668129599027488
469,0.166,0.16690137950689665
470,0.166,0.16690137950689665
471,0.166,0.16690137950689665
472,0.166,0.16690137950689665
473,0.167,0.16690137950689665
474,0.167,0.16752123744674743
475,0.167,0.16770916581756162
476,0.167,0.16778856772053236
477,0.166,0.16783816368043228
478,0.166,0.1671865347297599
479,0.166,0.16708702596309355
480,0.167,0.1670076240601228
481,0.166,0.16757788604007368
482,0.166,0.16717772748185866
483,0.166,0.16698078140986738
484,0.166,0.16695097546679655
485,0.166,0.16686960849607504
486,0.167,0.16698979911104447
487,0.167,0.16752123744674743
488,0.167,0.16770916581756162
489,0.167,0.16778856772053236
490,0.167,0.16783816368043228
491,0.166,0.16780639266961067
492,0.166,0.1672749543339077
493,0.167,0.16708702596309355
494,0.167,0.1676274819999736
495,0.167,0.16776581441088786
496,0.167,0.1678769873246802
497,0.167,0.16783816368043228
498,0.167,0.16780639266961067
499,0.167,0.16789481227375852
500,0.167,0.16789481227375852
501,0.167,0.16789481227375852
502,0.166,0.16789481227375852
503,0.167,0.1672749543339077
504,0.166,0.16770688390294433
505,0.166,0.16719555243093698
506,0.168,0.16703743000319363
507,0.168,0.16827911095064602
508,0.168,0.16848518111740501
509,0.168,0.16876417553831596
510,0.166,0.16877494785396796
511,0.167,0.16747168995262315
512,0.167,0.16789253035914126
513,0.167,0.16792165492401392
514,0.168,0.16790186490718484
515,0.167,0.16863486082857876
516,0.168,0.1679943210404249
517,0.168,0.16859407211658012
518,0.168,0.16875219454432341
519,0.168,0.1687502294765727
520,0.168,0.16892001605144205
521,0.167,0.16879982543647262
522,0.167,0.16826838710076966
523,0.167,0.16808045872995545
524,0.167,0.16800105682698466
525,0.167,0.16795146086708476
526,0.167,0.16798323187790634
527,0.168,0.16789481227375852
528,0.166,0.16851467021360933
529,0.166,0.1674628827047219
530,0.166,0.1671664278660643
531,0.166,0.1670572200200227
532,0.167,0.1669262570894013
533,0.167,0.1676980766550431
534,0.166,0.16770916581756162
535,0.167,0.16716870978068157
536,0.167,0.1676502353096181
537,0.166,0.16772699076663994
538,0.166,0.16722535837400782
539,0.167,0.16711879697391513
540,0.166,0.16753906239582575
541,0.166,0.16714595647103705
542,0.166,0.16706920101401523
543,0.166,0.16695097546679655
544,0.166,0.16686960849607504
545,0.166,0.16698979911104447
546,0.166,0.16690137950689665
547,0.166,0.16690137950689665
548,0.166,0.16690137950689665
549,0.166,0.16690137950689665
550,0.166,0.16690137950689665
551,0.166,0.16690137950689665
552,0.166,0.16690137950689665
553,0.167,0.16690137950689665
554,0.167,0.16752123744674743
555,0.167,0.16770916581756162
556,0.167,0.16778856772053236
557,0.167,0.16783816368043228
558,0.167,0.16780639266961067
559,0.167,0.16789481227375852
560,0.166,0.16789481227375852
561,0.167,0.1672749543339077
562,0.167,0.16770688390294433
563,0.167,0.16781541037078776
564,0.166,0.1678452163138586
565,0.166,0.16730672534472932
566,0.166,0.1669986063589457
567,0.165,0.1670076240601228
568,0.165,0.16633817016037206
569,0.166,0.16618201280037947
570,0.166,0.1666340492331117
571,0.166,0.16677238164402594
572,0.166,0.16688355455781834
573,0.165,0.16684473091357044
574,0.165,0.166193101962898
575,0.166,0.16609359319623163
576,0.166,0.16663404923311168
577,0.166,0.16677238164402597
578,0.167,0.16688355455781836
579,0.167,0.16746458885342122
580,0.167,0.16762074621341377
581,0.166,0.16778856772053236
582,0.166,0.16721830574058147
583,0.166,0.1669986063589457
584,0.166,0.1670076240601228
585,0.166,0.1669580281002229
586,0.166,0.16698979911104447
587,0.166,0.16690137950689665
588,0.166,0.16690137950689665
589,0.166,0.16690137950689665
590,0.166,0.16690137950689665
591,0.166,0.16690137950689665
592,0.166,0.16690137950689665
593,0.166,0.16690137950689665
594,0.166,0.16690137950689665
595,0.166,0.16690137950689665
596,0.166,0.16690137950689665
597,0.166,0.16690137950689665
598,0.166,0.16690137950689665
599,0.166,0.16690137950689665
600,0.166,0.16690137950689665
601,0.166,0.16690137950689665
602,0.166,0.16690137950689665
603,0.166,0.16690137950689665
604,0.166,0.16690137950689665
605,0.166,0.16690137950689665
606,0.166,0.16690137950689665
607,0.166,0.16690137950689665
608,0.166,0.16690137950689665
609,0.166,0.16690137950689665
610,0.166,0.16690137950689665
611,0.166,0.16690137950689665
612,0.165,0.16690137950689665
613,0.166,0.16628152156704581
614,0.166,0.16671345113608246
615,0.165,0.16682197760392586
616,0.165,0.1662319256071459
617,0.166,0.16612536420705326
618,0.165,0.16654562962896385
619,0.165,0.16615252370417513
620,0.165,0.16607576824715334
621,0.165,0.16595754269993465
622,0.165,0.16587617572921312
623,0.166,0.16599636634418258
624,0.166,0.16652780467988557
625,0.165,0.16671573305069973
626,0.165,0.16617527701381968
627,0.165,0.1660369446029054
628,0.166,0.16592577168911302
629,0.166,0.16658445327321178
630,0.166,0.16680415265484758
631,0.166,0.16679513495367052
632,0.166,0.1668447309135704
633,0.166,0.1668129599027488
634,0.166,0.16690137950689665
635,0.166,0.16690137950689665
636,0.165,0.16690137950689665
637,0.165,0.16628152156704581
638,0.165,0.16609359319623165
639,0.165,0.16601419129326087
640,0.165,0.16596459533336094
641,0.165,0.16599636634418258
642,0.165,0.16590794674003473
643,0.165,0.16590794674003473
644,0.165,0.16590794674003473
645,0.165,0.16590794674003473
646,0.165,0.16590794674003473
647,0.165,0.16590794674003473
648,0.165,0.16590794674003473
649,0.165,0.16590794674003473
650,0.166,0.16590794674003473
651,0.166,0.16652780467988557
652,0.166,0.16671573305069973
653,0.165,0.16679513495367052
654,0.166,0.1662248729737196
655,0.166,0.16662503153193461
656,0.166,0.16682197760392586
657,0.166,0.16685178354699673
658,0.166,0.16693315051771826
659,0.165,0.1668129599027488
660,0.165,0.16628152156704581
661,0.165,0.16609359319623163
662,0.165,0.16601419129326087
663,0.165,0.16596459533336094
664,0.165,0.16599636634418258
665,0.165,0.16590794674003473
666,0.165,0.16590794674003473
667,0.165,0.16590794674003473
668,0.165,0.16590794674003473
669,0.165,0.16590794674003473
670,0.166,0.16590794674003473
671,0.166,0.16652780467988557
672,0.166,0.16671573305069973
673,0.165,0.16679513495367052
674,0.165,0.1662248729737196
675,0.165,0.1660051735920838
676,0.166,0.16601419129326087
677,0.165,0.16658445327321178
678,0.166,0.16618429471499674
679,0.165,0.16660720658285633
680,0.166,0.1661454710707488
681,0.166,0.16657543557203472
682,0.166,0.1668537486147475
683,0.165,0.16676336394284888
684,0.165,0.16631329257786742
685,0.165,0.1660051735920838
686,0.165,0.16601419129326087
687,0.165,0.16596459533336094
688,0.165,0.16599636634418258
689,0.165,0.16590794674003473
690,0.165,0.16590794674003473
691,0.165,0.16590794674003473
692,0.165,0.16590794674003473
693,0.164,0.16590794674003473
694,0.165,0.16528808880018392
695,0.164,0.16572001836922057
696,0.165,0.16520868689721313
697,0.165,0.16567042240932067
698,0.165,0.16586031584788555
699,0.164,0.165769931175987
700,0.165,0.1653198598110055
701,0.165,0.16563159876507272
702,0.164,0.16582854483706397
703,0.164,0.16523849284028402
704,0.164,0.16513193144019134
705,0.164,0.16493233892225112
706,0.166,0.16497116256649907
707,0.165,0.1662426494570223
708,0.163,0.16591022865465202
709,0.163,0.16464138821007776
710,0.164,0.1642853214852784
711,0.164,0.16463323763764456
712,0.163,0.16493058430777627
713,0.164,0.16436525068839156
714,0.164,0.16466993700903243
715,0.164,0.16474669246605428
716,0.163,0.1648649180132729
717,0.164,0.16432642704414363
718,0.163,0.16463816599821085
719,0.163,0.16421525413035126
720,0.163,0.1640571317026079
721,0.163,0.16405909677035868
722,0.163,0.16388931019548936
723,0.163,0.16400950081045876
724,0.163,0.16392108120631096
725,0.163,0.16392108120631096
726,0.163,0.16392108120631096
727,0.163,0.16392108120631096
728,0.163,0.16392108120631096
729,0.163,0.16392108120631096
730,0.163,0.16392108120631096
731,0.163,0.16392108120631096
732,0.163,0.16392108120631096
733,0.163,0.16392108120631096
734,0.163,0.16392108120631096
735,0.163,0.16392108120631096
736,0.163,0.16392108120631096
737,0.163,0.16392108120631096
738,0.163,0.16392108120631096
739,0.163,0.16392108120631096
740,0.163,0.16392108120631096
741,0.163,0.16392108120631096
742,0.163,0.16392108120631096
743,0.163,0.16392108120631096
744,0.163,0.16392108120631096
745,0.163,0.16392108120631096
746,0.163,0.16392108120631096
747,0.163,0.16392108120631096
748,0.163,0.16392108120631096
749,0.163,0.16392108120631096
750,0.163,0.16392108120631096
751,0.163,0.16392108120631096
752,0.163,0.16392108120631096
753,0.163,0.16392108120631096
754,0.163,0.16392108120631096
755,0.163,0.16392108120631096
756,0.163,0.16392108120631096
757,0.163,0.16392108120631096
758,0.163,0.16392108120631096
759,0.163,0.16392108120631096
760,0.164,0.16392108120631096
761,0.164,0.16454093914616175
762,0.164,0.16472886751697596
763,0.164,0.1648082694199467
764,0.165,0.16485786537984662
765,0.163,0.16544595230887585
766,0.164,0.1644825844041362
767,0.164,0.16480598750532943
768,0.163,0.16488470803010197
769,0.163,0.16421328906260055
770,0.163,0.16422691827747726
771,0.163,0.16393890615538928
772,0.163,0.16397772979963718
773,0.163,0.16400950081045876
774,0.163,0.16392108120631096
775,0.163,0.16392108120631096
776,0.163,0.16392108120631096
777,0.163,0.16392108120631096
778,0.163,0.16392108120631096
779,0.163,0.16392108120631096
780,0.164,0.16392108120631096
781,0.164,0.16454093914616175
782,0.164,0.16472886751697596
783,0.164,0.1648082694199467
784,0.164,0.16485786537984662
785,0.165,0.164826094369025
786,0.165,0.16553437191302367
787,0.165,0.16572230028383783
788,0.165,0.16580170218680862
789,0.164,0.1658512981467085
790,0.164,0.16519966919603607
791,0.165,0.16510016042936973
792,0.164,0.16564061646624978
793,0.164,0.16515909093731326
794,0.164,0.16508233548029144
795,0.164,0.16496410993307273
796,0.164,0.16488274296235125
797,0.164,0.16500293357732068
798,0.164,0.16491451397317283
799,0.164,0.16491451397317283
800,0.164,0.16491451397317283
801,0.164,0.16491451397317283
802,0.164,0.16491451397317283
803,0.165,0.16491451397317283
804,0.164,0.16553437191302367
805,0.164,0.16510244234398702
806,0.164,0.16499391587614362
807,0.164,0.16496410993307273
808,0.164,0.16488274296235125
809,0.165,0.16500293357732068
810,0.164,0.16553437191302367
811,0.164,0.16510244234398702
812,0.164,0.16499391587614362
813,0.165,0.16496410993307273
814,0.165,0.16550260090220206
815,0.164,0.16581071988798568
816,0.165,0.16518184424695778
817,0.165,0.16566336977589433
818,0.165,0.16574012523291612
819,0.165,0.16585835078013486
820,0.165,0.16593971775085634
821,0.165,0.1658195271358869
822,0.165,0.16590794674003473
823,0.166,0.16590794674003473
824,0.165,0.16652780467988557
825,0.165,0.16609587511084892
826,0.165,0.16598734864300552
827,0.165,0.16595754269993465
828,0.165,0.16587617572921312
829,0.165,0.16599636634418258
830,0.165,0.16590794674003473
831,0.165,0.16590794674003473
832,0.165,0.16590794674003473
833,0.165,0.16590794674003473
834,0.165,0.16590794674003473
835,0.165,0.16590794674003473
836,0.165,0.16590794674003473
837,0.165,0.16590794674003473
838,0.165,0.16590794674003473
839,0.165,0.16590794674003473
840,0.165,0.16590794674003473
841,0.165,0.16590794674003473
842,0.165,0.16590794674003473
843,0.166,0.16590794674003473
844,0.165,0.16652780467988557
845,0.165,0.16609587511084892
846,0.165,0.16598734864300552
847,0.165,0.16595754269993465
848,0.165,0.16587617572921312
849,0.165,0.16599636634418258
850,0.165,0.16590794674003473
851,0.165,0.16590794674003473
852,0.164,0.16590794674003473
853,0.165,0.16528808880018392
854,0.165,0.16572001836922057
855,0.164,0.16582854483706397
856,0.164,0.16523849284028402
857,0.164,0.16513193144019134
858,0.164,0.16493233892225112
859,0.164,0.16497116256649907
860,0.164,0.16500293357732068
861,0.164,0.16491451397317283
862,0.164,0.16491451397317283
863,0.164,0.16491451397317283
864,0.165,0.16491451397317283
865,0.164,0.16553437191302367
866,0.164,0.16510244234398702
867,0.164,0.16499391587614362
868,0.164,0.16496410993307273
869,0.164,0.16488274296235125
870,0.164,0.16500293357732068
871,0.164,0.16491451397317283
872,0.164,0.16491451397317283
873,0.164,0.16491451397317283
874,0.164,0.16491451397317283
875,0.164,0.16491451397317283
876,0.166,0.16491451397317283
877,0.167,0.16615422985287445
878,0.167,0.16714994453435364
879,0.167,0.16749667671110935
880,0.166,0.1676752705338799
881,0.166,0.1670414665322858
882,0.164,0.1669986063589457
883,0.164,0.16576790818042117
884,0.164,0.16534245547889287
885,0.166,0.16521542268377293
886,0.165,0.1662675270395269
887,0.164,0.1660870678629477
888,0.164,0.16526124614992857
889,0.164,0.1650931077959434
890,0.164,0.1649005679114295
891,0.164,0.16505958217064692
892,0.164,0.16500293357732068
893,0.164,0.16491451397317283
894,0.164,0.16491451397317283
895,0.164,0.16491451397317283
896,0.164,0.16491451397317283
897,0.164,0.16491451397317283
898,0.164,0.16491451397317283
899,0.164,0.16491451397317283
900,0.168,0.16491451397317283
901,0.168,0.16739394573257607
902,0.167,0.1681456592158328
903,0.168,0.1678434088878651
904,0.168,0.16847372229650132
905,0.168,0.16845516472105831
906,0.168,0.16883864908072055
907,0.168,0.16892001605144205
908,0.168,0.16879982543647262
909,0.168,0.16888824504062044
910,0.168,0.16888824504062044
911,0.169,0.16888824504062044
912,0.168,0.16950810298047128
913,0.168,0.16907617341143463
914,0.168,0.16896764694359123
915,0.168,0.16893784100052037
916,0.168,0.16885647402979886
917,0.168,0.1689766646447683
918,0.168,0.16888824504062044
919,0.168,0.16888824504062044
920,0.168,0.16888824504062044
921,0.168,0.16888824504062044
922,0.168,0.16888824504062044
923,0.168,0.16888824504062044
924,0.168,0.16888824504062044
925,0.168,0.16888824504062044
926,0.168,0.16888824504062044
927,0.168,0.16888824504062044
928,0.168,0.16888824504062044
929,0.169,0.16888824504062044
