Time_Index,Actual_T_30cm,Predicted_T_30cm
2561,3.2999997,3.7381523
2562,3.2999997,3.7232487
2563,3.4,3.7118747
2564,3.2999997,3.7017813
2565,3.2999997,3.693588
2566,3.2999997,3.6811922
2567,3.4,3.664182
2568,3.4,3.6456425
2569,3.4,3.628059
2570,3.4999998,3.6239047
2571,3.4999998,3.6168401
2572,3.4,3.608275
2573,3.2999997,3.5993438
2574,3.2999997,3.6025255
2575,3.1000004,3.6122694
2576,3.1000004,3.623528
2577,3.1000004,3.6407773
2578,3.1000004,3.6597993
2579,3.1000004,3.6716228
2580,3.2,3.6682897
2581,3.2,3.6558697
2582,3.2,3.626456
2583,3.2,3.5870059
2584,3.2,3.5454075
2585,3.2,3.506713
2586,3.2,3.4735703
2587,3.2,3.4534044
2588,3.2,3.4419124
2589,3.2,3.4395132
2590,3.2999997,3.4429903
2591,3.2999997,3.452004
2592,3.2,3.463129
2593,3.2,3.4741504
2594,3.2,3.4825644
2595,3.2,3.4878044
2596,3.2,3.4904253
2597,3.2,3.4993742
2598,3.2,3.5103238
2599,3.1000004,3.5124218
2600,3.1000004,3.5072515
2601,3.1000004,3.4987707
2602,3.1000004,3.4894123
2603,3.1000004,3.48138
2604,3.1000004,3.4750667
2605,3.1000004,3.470497
2606,3.1000004,3.465378
2607,3.1000004,3.4554598
2608,3.1000004,3.441456
2609,3.1000004,3.4246447
2610,3.1000004,3.409069
2611,3.1000004,3.3964949
2612,3.1000004,3.3933325
2613,3.1000004,3.3892412
2614,3.1000004,3.3852043
2615,3.1000004,3.3819091
2616,3.1000004,3.3794422
2617,3.1000004,3.3777366
2618,3.1000004,3.3766382
2619,3.1000004,3.3762798
2620,2.9999998,3.375962
2621,3.1000004,3.381794
2622,2.9999998,3.389436
2623,2.9999998,3.3955078
2624,2.9999998,3.3990557
2625,2.9999998,3.3960388
2626,2.9999998,3.390111
2627,2.9999998,3.3774722
2628,2.9999998,3.3686872
2629,2.9999998,3.3570623
2630,2.9999998,3.3423767
2631,2.9999998,3.325689
2632,2.9999998,3.3125572
2633,2.9999998,3.30535
2634,2.9999998,3.303069
2635,2.9999998,3.303343
2636,2.9999998,3.3049722
2637,2.9999998,3.3049607
2638,2.9999998,3.3014815
2639,2.9999998,3.2965195
2640,2.9999998,3.2913406
2641,2.9999998,3.2867475
2642,2.9999998,3.2809012
2643,2.9999998,3.2759383
2644,2.9999998,3.2726605
2645,2.9999998,3.2731187
2646,2.9999998,3.2748156
2647,2.9999998,3.2765126
2648,2.9999998,3.2758095
2649,2.9999998,3.2746122
2650,2.9999998,3.2738132
2651,2.9999998,3.2737763
2652,2.9999998,3.2741473
2653,2.9999998,3.2750647
2654,2.9999998,3.2743971
2655,2.9999998,3.275332
2656,2.7999997,3.2774656
2657,2.7999997,3.2815008
2658,2.7999997,3.2861848
2659,2.7999997,3.2888784
2660,2.7999997,3.28618
2661,2.7999997,3.286854
2662,2.9,3.2881153
2663,2.9,3.273693
2664,2.9,3.254121
2665,2.9,3.232889
2666,2.9,3.2120607
2667,2.9,3.192755
2668,2.9999998,3.1754844
2669,2.9999998,3.1687849
2670,2.7999997,3.1674268
2671,2.7999997,3.168683
2672,2.7999997,3.1707015
2673,2.7999997,3.172533
2674,2.7999997,3.1736586
2675,2.7999997,3.1826527
2676,2.7999997,3.1949944
2677,2.7999997,3.191611
2678,2.7999997,3.1808727
2679,2.7999997,3.1672437
2680,2.7999997,3.1514966
2681,2.7999997,3.1376586
2682,2.7999997,3.1254342
2683,2.7999997,3.1137872
2684,2.7999997,3.1037333
2685,2.7999997,3.0957298
2686,2.7999997,3.089938
2687,2.7999997,3.0868006
2688,2.7999997,3.0848906
2689,2.7999997,3.0837517
2690,2.7999997,3.0828004
2691,2.7999997,3.082228
2692,2.9,3.0818028
2693,2.7999997,3.0810802
2694,2.7999997,3.080566
2695,2.9999998,3.0801136
2696,2.9999998,3.0797794
2697,2.9999998,3.0794084
2698,3.1000004,3.0791655
2699,3.1000004,3.0832691
2700,3.1000004,3.0863957
2701,3.1000004,3.0886042
2702,3.1000004,3.0971391
2703,3.2,3.1109414
2704,3.2,3.128025
2705,2.9999998,3.152625
2706,3.2,3.1805267
2707,3.4,3.2084033
2708,3.4,3.2340648
2709,3.4999998,3.2564118
2710,3.6000004,3.2815676
2711,3.7,3.306648
2712,3.7,3.3168702
2713,3.2999997,3.3300912
2714,2.9999998,3.3575232
2715,2.9,3.3917837
2716,2.9,3.433814
2717,2.9,3.4836628
2718,2.9,3.5411382
2719,3.6000004,3.598841
2720,3.4999998,3.6265433
2721,3.6000004,3.6143324
2722,3.6000004,3.5741045
2723,3.6000004,3.5187194
2724,3.7,3.4625478
2725,3.6000004,3.408385
2726,3.7,3.4030976
2727,3.7999995,3.4242969
2728,3.7,3.4670005
2729,3.7,3.519256
2730,3.7,3.5728424
2731,3.7,3.6290083
2732,3.7,3.6745439
2733,3.7,3.7168367
2734,3.7,3.759301
2735,3.6000004,3.7919865
2736,3.7999995,3.8138773
2737,3.4999998,3.8290684
2738,3.4999998,3.8402991
2739,3.4999998,3.8494105
2740,3.4999998,3.8570118
2741,3.4999998,3.8658452
2742,3.4999998,3.8685806
2743,3.4999998,3.8798683
2744,3.4999998,3.8757093
2745,3.4,3.8628466
2746,3.4,3.8460138
2747,3.4,3.8283575
2748,3.4,3.811734
2749,3.4,3.7970939
2750,3.4,3.7838283
2751,3.4,3.7732165
2752,3.4,3.7601058
2753,3.4999998,3.7474136
2754,3.4999998,3.736215
2755,3.4999998,3.7269728
2756,3.4999998,3.719728
2757,3.4999998,3.7125952
2758,3.4999998,3.7056885
2759,3.4999998,3.6992202
2760,3.4999998,3.6995776
2761,3.4999998,3.7043653
2762,3.4999998,3.7131329
2763,3.4999998,3.7223654
2764,3.4,3.7279384
2765,3.4,3.7306437
2766,3.4,3.7316027
2767,3.4,3.7311852
2768,3.4,3.7308123
2769,3.4,3.730328
2770,3.4,3.7299445
2771,3.4,3.725301
2772,3.4,3.7194064
2773,3.4,3.7137246
2774,3.4,3.708874
2775,3.4,3.7046638
2776,3.4,3.7014973
2777,3.4,3.699012
2778,3.4,3.697042
2779,3.4,3.695622
2780,3.4,3.694605
2781,3.4,3.693436
2782,3.4,3.692235
2783,3.4,3.6910427
2784,3.4,3.689766
2785,3.4,3.6886008
2786,3.4,3.6874802
2787,3.4,3.6866693
2788,3.4,3.686068
2789,3.4999998,3.685575
2790,3.4999998,3.6852467
2791,3.6000004,3.6848068
2792,3.6000004,3.6845338
2793,3.4999998,3.6844156
2794,3.4999998,3.683945
2795,3.4999998,3.681814
2796,3.4999998,3.686529
2797,3.4,3.6954515
2798,3.4,3.7143679
2799,3.4,3.7367506
2800,3.4,3.7530606
2801,3.4999998,3.7641585
2802,3.4999998,3.771291
2803,3.4999998,3.7757833
2804,3.4999998,3.7717278
2805,3.4999998,3.7628732
2806,3.4999998,3.7520173
2807,3.4999998,3.740963
2808,3.4999998,3.7371333
2809,3.4999998,3.7382276
2810,3.4999998,3.7420905
2811,3.4999998,3.747278
2812,3.4999998,3.752733
2813,3.4999998,3.7581668
2814,3.6000004,3.7627578
2815,3.7,3.766516
2816,3.7,3.7696793
2817,3.7,3.7722838
2818,3.7,3.774375
2819,3.7,3.7759974
2820,3.7,3.7771199
2821,3.7,3.7855706
2822,3.7,3.8005817
2823,3.7,3.8202128
2824,3.7,3.8420513
2825,3.7,3.863784
2826,3.7,3.8839557
2827,3.7,3.9019132
2828,3.7,3.9208593
2829,3.7,3.937307
2830,3.7,3.9501753
2831,3.7,3.9594657
2832,3.7,3.9655542
2833,3.7,3.9694576
2834,3.7,3.9717174
2835,3.7,3.9728885
2836,3.7,3.9734066
2837,3.7,3.9718676
2838,3.6000004,3.9678779
2839,3.7,3.9640918
2840,3.7,3.961469
2841,3.7,3.9602592
2842,3.6000004,3.9603763
2843,3.6000004,3.961213
2844,3.6000004,3.9663427
2845,3.6000004,3.9655893
2846,3.7,3.965194
2847,3.7,3.966329
2848,3.7,3.9685977
2849,3.7,3.96535
2850,3.6000004,3.9589157
2851,3.6000004,3.9509966
2852,3.6000004,3.9428499
2853,3.6000004,3.9390056
2854,3.6000004,3.938164
2855,3.6000004,3.9394424
2856,3.6000004,3.942167
2857,3.6000004,3.9391751
2858,3.6000004,3.9328814
2859,3.4999998,3.9249866
2860,3.4999998,3.9171915
2861,3.6000004,3.9101005
2862,3.6000004,3.9039307
2863,3.7,3.8987885
2864,3.7,3.89461
2865,3.7,3.891253
2866,3.7,3.8822422
2867,3.6000004,3.870291
2868,3.7,3.8667731
2869,3.6000004,3.8659227
2870,3.6000004,3.8752055
2871,3.7,3.8900073
2872,3.6000004,3.9065235
2873,3.6000004,3.9202173
2874,3.6000004,3.924789
2875,3.4999998,3.9306245
2876,3.4999998,3.9311059
2877,3.4999998,3.928236
2878,3.4999998,3.9306586
2879,3.4999998,3.9296687
2880,3.4999998,3.9263968
2881,3.4999998,3.922596
2882,3.4999998,3.912487
2883,3.4999998,3.9005785
2884,3.7,3.888787
2885,3.7,3.8784308
2886,3.7,3.8695297
2887,3.2999997,3.8620193
2888,3.2999997,3.85584
2889,3.2999997,3.8508158
2890,3.2999997,3.8468535
2891,3.2999997,3.8576202
2892,3.2999997,3.875349
2893,3.4,3.8948493
2894,3.4,3.8822472
2895,3.4,3.85177
2896,3.4,3.814844
2897,3.4,3.7777562
2898,3.4,3.7440605
2899,3.4,3.7152405
2900,3.4,3.7020242
2901,3.4,3.6990867
2902,3.2999997,3.7015846
2903,3.2999997,3.7066503
2904,3.2999997,3.7125022
2905,3.2999997,3.7178829
2906,3.2999997,3.7223315
2907,3.2999997,3.7229793
2908,3.4,3.7215877
2909,3.4,3.7121603
2910,3.4,3.699228
2911,3.2999997,3.6854732
2912,3.2999997,3.6725137
2913,3.4,3.6611698
2914,3.4,3.6518714
2915,3.4,3.6507149
2916,3.2,3.65851
2917,3.2,3.6712284
2918,3.2,3.673064
2919,3.2,3.669057
2920,3.2,3.6687732
2921,3.2,3.671581
2922,3.2,3.6764162
2923,3.2,3.6694221
2924,3.2,3.6558707
2925,3.2,3.6392305
2926,3.2,3.6221807
2927,3.2,3.6084483
2928,3.2,3.596312
2929,3.2,3.5857031
2930,3.2,3.5764427
2931,3.2,3.5684578
2932,3.2,3.562168
2933,3.2,3.5575128
2934,3.2,3.5523813
2935,3.4,3.5484064
2936,3.4,3.5455878
2937,3.4,3.5439372
2938,3.4,3.5435634
2939,3.4,3.5436478
2940,3.4,3.5442522
2941,3.4,3.5467782
2942,3.4,3.5571525
2943,3.4,3.5730827
2944,3.4,3.5915873
2945,3.4,3.6094654
2946,3.4,3.6255496
2947,3.4,3.6394553
2948,3.2999997,3.6521232
2949,3.2999997,3.6626072
2950,3.4,3.6710038
2951,3.2999997,3.6771793
2952,3.2999997,3.6816397
2953,3.2999997,3.6859624
2954,3.2999997,3.6903956
2955,3.2999997,3.6887355
2956,3.2999997,3.68339
2957,3.2999997,3.682091
2958,3.2999997,3.6779165
2959,4.1000004,3.6719878
2960,3.9999998,3.6654527
2961,3.9999998,3.6583822
2962,3.9,3.6515934
2963,3.9,3.6457908
2964,3.7999995,3.6410525
2965,3.7,3.6376653
2966,3.7999995,3.6824436
2967,3.7,3.7490253
2968,3.6000004,3.8237307
2969,3.6000004,3.8910708
2970,3.4999998,3.9489431
2971,3.4999998,3.9902802
2972,3.4999998,4.012133
2973,3.4,4.02702
2974,3.4,4.030865
2975,3.2999997,4.0217414
2976,3.2999997,4.0076904
2977,3.2999997,3.9868028
2978,3.2999997,3.962149
2979,3.2,3.937208
2980,3.2,3.9072683
2981,3.2,3.876176
2982,3.2,3.840665
2983,3.9,3.8046603
2984,3.9,3.771414
2985,3.9999998,3.7423093
2986,3.9999998,3.711152
2987,3.9999998,3.6811845
2988,3.9999998,3.6541119
2989,3.9999998,3.6305337
2990,4.1000004,3.6535103
2991,4.1000004,3.7058425
2992,4.1000004,3.7780187
2993,4.1000004,3.8565412
2994,4.1000004,3.9317722
2995,4.1000004,3.9994583
2996,4.1000004,4.0571795
2997,4.1000004,4.1109657
2998,3.9999998,4.155826
2999,3.9999998,4.192668
3000,3.9999998,4.2221656
3001,4.1000004,4.2460976
3002,4.2999997,4.2649584
3003,4.2,4.2800694
3004,4.2,4.2921243
3005,4.2,4.298047
3006,4.1000004,4.3000307
3007,4.1000004,4.299455
3008,4.1000004,4.3039
3009,4.1000004,4.3252754
3010,4.2,4.3488913
3011,4.2,4.3718524
3012,4.2,4.3926563
3013,4.2999997,4.4044228
3014,4.2999997,4.4099493
3015,4.2999997,4.411589
3016,3.9999998,4.4107785
3017,3.9999998,4.414827
3018,3.9,4.42198
3019,3.9999998,4.430387
3020,3.7999995,4.444912
3021,3.7999995,4.460088
3022,3.7999995,4.4749804
3023,3.7999995,4.4737077
3024,3.7999995,4.4621253
3025,3.7999995,4.436806
3026,3.7999995,4.414127
3027,3.9,4.3804884
3028,3.9,4.3432174
3029,3.9,4.307481
3030,3.7999995,4.275072
3031,3.7,4.2471695
3032,3.7999995,4.2241697
3033,3.7999995,4.205269
3034,3.7999995,4.1968346
3035,3.7999995,4.1951485
3036,3.7999995,4.1972957
3037,3.7999995,4.19522
3038,3.7,4.183656
3039,3.7,4.173678
3040,3.7,4.165666
3041,3.4,4.1591883
3042,3.4,4.15419
3043,3.4999998,4.150402
3044,3.4999998,4.147445
3045,3.4999998,4.1358223
3046,3.4999998,4.120379
3047,3.4999998,4.1046166
3048,3.6000004,4.07024
3049,3.6000004,4.0270743
3050,3.6000004,3.9883971
3051,3.6000004,3.956132
3052,3.6000004,3.9301956
3053,3.4999998,3.9101372
3054,3.7,3.8949053
3055,3.2999997,3.889555
3056,3.2999997,3.8903637
3057,3.2999997,3.8945694
3058,3.2999997,3.9007063
3059,3.2999997,3.9073062
3060,3.2999997,3.9070504
3061,3.4,3.9154305
3062,3.4,3.8996253
3063,3.4,3.8697875
3064,3.4,3.8347309
3065,3.4,3.799833
3066,3.4,3.7679822
3067,3.4,3.7411199
3068,3.4,3.7258813
3069,3.2999997,3.7188456
3070,3.2999997,3.7171457
3071,3.2999997,3.718432
3072,3.2,3.721512
3073,3.2,3.727611
3074,3.2,3.7344677
3075,3.2,3.741238
3076,3.2,3.7371197
3077,3.2,3.7266126
3078,3.2999997,3.7136335
3079,3.1000004,3.6916218
3080,3.1000004,3.666306
3081,3.1000004,3.6438642
3082,3.1000004,3.6248715
3083,3.1000004,3.6092057
3084,3.1000004,3.5966907
3085,3.2,3.5927825
3086,3.2999997,3.5765028
3087,3.4,3.5552928
3088,3.4,3.5342185
3089,3.2999997,3.5153692
3090,3.1000004,3.4996152
3091,3.2,3.4844387
3092,3.2,3.4773147
3093,3.2,3.482516
3094,3.2,3.5014362
3095,3.2,3.527366
3096,3.2,3.5485477
3097,3.2,3.5547786
3098,3.2,3.5585947
3099,3.1000004,3.5595875
3100,3.1000004,3.5586345
3101,3.1000004,3.5560124
3102,3.1000004,3.5524685
3103,4.5000005,3.549033
3104,4.5000005,3.5456593
3105,4.4,3.5422869
3106,4.2999997,3.5329652
3107,4.2,3.5204358
3108,4.2,3.5054886
3109,4.1000004,3.4926028
3110,4.1000004,3.5702806
3111,3.9999998,3.6993647
3112,3.9999998,3.8428144
3113,3.9,3.9762998
3114,3.9,4.086541
3115,3.7999995,4.171764
3116,3.7999995,4.2291927
3117,3.7999995,4.267216
3118,3.7,4.2845335
3119,3.7,4.2882895
3120,3.6000004,4.2783723
3121,3.6000004,4.2616343
3122,3.6000004,4.236006
3123,3.4999998,4.207568
3124,4.6000004,4.180336
3125,4.6000004,4.1498075
3126,3.4999998,4.1193333
3127,5.2,4.0850534
3128,5.1000004,4.0510406
3129,5.0000005,4.0198374
3130,5.0000005,3.9864717
3131,5.0000005,4.026614
3132,4.9,4.109529
3133,4.9,4.1383867
3134,4.9,4.24849
3135,4.9,4.395195
3136,4.9,4.541438
3137,4.9,4.6747804
3138,4.9,4.789539
3139,4.9,4.877841
3140,4.9,4.9439473
3141,4.7999997,4.9904203
3142,4.7999997,5.0228825
3143,4.7999997,5.045608
3144,4.7999997,5.059103
3145,4.7,5.0666366
3146,5.2,5.071092
3147,5.2999997,5.0741634
3148,5.2999997,5.0703754
3149,4.7,5.0634947
3150,4.7,5.055441
3151,5.7,5.047447
3152,5.8,5.031205
3153,5.8,5.0529876
3154,5.4,5.102414
3155,5.4,5.1619067
3156,5.4,5.175429
3157,5.4,5.1617236
3158,5.4,5.210674
3159,5.4,5.302695
3160,5.4,5.4110193
3161,5.4,5.487764
3162,5.4,5.5395
3163,5.4,5.573128
3164,5.4,5.5938864
3165,5.4,5.6075435
3166,5.4,5.615755
3167,5.7,5.618038
3168,5.5000005,5.6170726
3169,5.5000005,5.614252
3170,5.4,5.6105685
3171,5.4,5.6105347
3172,5.4,5.613437
3173,5.4,5.618213
3174,5.6000004,5.6470013
3175,5.8,5.6720543
3176,5.9,5.692484
3177,5.9,5.7011304
3178,5.9,5.7023253
3179,5.8,5.699162
3180,5.7,5.694662
3181,5.7,5.7045097
3182,5.6000004,5.7424736
3183,5.6000004,5.7892733
3184,5.6000004,5.8378263
3185,5.6000004,5.887119
3186,5.6000004,5.9341607
3187,5.6000004,5.9667754
3188,5.7,5.9879827
3189,5.7,5.9918075
3190,5.7,5.985319
3191,5.8,5.973672
3192,5.8,5.9603896
3193,5.8,5.9475017
3194,5.8,5.936119
3195,5.9,5.9329576
3196,5.9,5.9351816
3197,5.9,5.9403267
3198,5.9,5.952931
3199,5.9,5.9666586
3200,5.9,5.98011
3201,5.9,5.992925
3202,5.9,6.008955
3203,5.9,6.0262265
3204,5.9,6.043401
3205,5.8,6.066972
3206,5.8,6.0910997
3207,5.8,6.113227
3208,5.8,6.1321025
3209,5.8,6.1473827
3210,5.8,6.1594095
3211,5.8,6.1686606
3212,5.7,6.169118
3213,5.7,6.1660976
3214,5.7,6.1607785
3215,5.7,6.1542354
3216,5.8,6.147344
3217,5.8,6.140731
3218,6.1000004,6.134843
3219,6.1000004,6.125071
3220,6.0000005,6.11332
3221,6.0000005,6.1010714
3222,5.9,6.08916
3223,6.1000004,6.0847297
3224,6.1000004,6.0848713
3225,6.0000005,6.109588
3226,6.0000005,6.1467767
3227,5.8,6.179195
3228,5.8,6.2061744
3229,5.7,6.2215285
3230,6.1000004,6.244045
3231,5.6000004,6.269182
3232,5.9,6.287472
3233,5.6000004,6.3000903
3234,5.2,6.295639
3235,5.2,6.28136
3236,5.2999997,6.2580805
3237,5.2999997,6.2548084
3238,5.2999997,6.2332335
3239,5.2999997,6.219898
3240,5.2,6.1944675
3241,5.2999997,6.137643
3242,5.2,6.0661
3243,5.5000005,5.9977517
3244,5.4,5.9365616
3245,5.4,5.884311
3246,5.2999997,5.841226
3247,5.2999997,5.8028336
3248,5.2999997,5.7732143
3249,5.2999997,5.7466164
3250,5.2999997,5.7395315
3251,5.2999997,5.7386017
3252,5.4,5.7413898
3253,5.4,5.7396417
3254,5.2999997,5.736115
3255,5.2,5.731091
3256,5.2,5.7240796
3257,5.2,5.7163253
3258,5.2,5.7093077
3259,5.0000005,5.709484
3260,5.0000005,5.714476
3261,5.0000005,5.714457
3262,5.0000005,5.707847
3263,5.0000005,5.6965537
3264,5.0000005,5.6838093
3265,5.0000005,5.6711984
3266,5.0000005,5.64704
3267,5.0000005,5.6162295
3268,5.1000004,5.5833135
3269,5.1000004,5.5513825
3270,5.1000004,5.5222883
3271,4.6000004,5.4973207
3272,4.6000004,5.476235
3273,4.7,5.459544
3274,4.7,5.4440527
3275,4.7,5.4390182
3276,4.7999997,5.4413214
3277,4.7999997,5.448246
3278,4.7999997,5.4233747
3279,4.9,5.3797054
3280,4.9,5.3342094
3281,4.9,5.2909937
3282,5.0000005,5.252583
3283,5.0000005,5.226547
3284,5.0000005,5.2098155
3285,5.0000005,5.1999516
3286,4.6000004,5.201249
3287,4.6000004,5.2089496
3288,4.6000004,5.2198634
3289,4.6000004,5.2376504
3290,4.7,5.2611284
3291,4.7,5.2856073
3292,4.7,5.3084397
3293,4.7,5.2998714
3294,4.6000004,5.272827
3295,4.2,5.237299
3296,4.2,5.199808
3297,4.2,5.1679974
3298,4.2,5.1427164
3299,4.2,5.1263027
3300,4.2,5.116407
3301,4.6000004,5.104479
3302,4.7,5.0599766
3303,4.7,4.999014
3304,4.7,4.933534
3305,4.7,4.872509
3306,4.2999997,4.818914
3307,4.2999997,4.7737503
3308,4.2999997,4.76547
3309,4.2999997,4.7864094
3310,4.4,4.822457
3311,4.4,4.86407
3312,4.4,4.905164
3313,4.4,4.913633
3314,4.5000005,4.901391
3315,4.5000005,4.8780937
3316,4.5000005,4.8501444
3317,4.6000004,4.8291526
3318,4.6000004,4.813782
3319,3.9999998,4.806399
3320,3.9999998,4.804084
3321,3.9999998,4.8109126
3322,3.9999998,4.8224006
3323,3.9999998,4.835648
3324,3.9999998,4.855306
3325,3.9999998,4.8773403
3326,4.1000004,4.853546
3327,4.1000004,4.8033586
3328,3.9999998,4.7439265
3329,3.9999998,4.6825886
3330,4.1000004,4.626154
3331,4.1000004,4.5769444
3332,4.1000004,4.5353866
3333,3.9999998,4.508321
3334,3.9999998,4.4917893
3335,3.9999998,4.4757533
3336,3.9999998,4.4608994
3337,3.9999998,4.455266
3338,4.1000004,4.454627
3339,4.1000004,4.4573855
3340,4.1000004,4.4551682
3341,4.1000004,4.4498506
3342,4.1000004,4.4432664
3343,4.2,4.4359245
3344,4.2999997,4.4288154
3345,4.2999997,4.428084
3346,4.2999997,4.4343567
3347,4.2999997,4.443752
3348,4.2999997,4.453787
3349,4.2,4.4633827
3350,4.2,4.4739375
3351,4.1000004,4.4906993
3352,4.4,4.5101156
3353,4.4,4.5302873
3354,4.5000005,4.547458
3355,4.5000005,4.5621214
3356,4.6000004,4.5699162
3357,4.4,4.5725355
3358,4.2999997,4.565712
3359,4.2999997,4.569933
3360,4.2999997,4.5819488
3361,4.2999997,4.604385
3362,4.2999997,4.6318045
3363,4.2999997,4.666582
3364,4.2999997,4.6905155
3365,4.2999997,4.702039
3366,4.2999997,4.704741
3367,4.7999997,4.701649
3368,4.7999997,4.694387
3369,4.7999997,4.6847982
3370,4.7,4.6746716
3371,4.7,4.6650577
3372,4.7,4.656473
3373,4.6000004,4.649357
3374,4.6000004,4.677498
3375,4.6000004,4.7249494
3376,4.6000004,4.780173
3377,4.6000004,4.8290052
3378,4.6000004,4.8697863
3379,4.7,4.902494
3380,4.7,4.9214163
3381,4.7,4.930666
3382,4.7,4.934095
3383,4.7,4.933723
3384,4.7,4.9312773
3385,4.7,4.9278417
3386,4.7,4.93074
3387,4.6000004,4.937334
3388,4.6000004,4.943367
3389,4.6000004,4.9485188
3390,4.6000004,4.95329
3391,4.7999997,4.9576354
3392,4.7999997,4.9614816
3393,4.7999997,4.9651427
3394,4.9,4.9619703
3395,4.9,4.954895
3396,4.9,4.9460335
3397,4.9,4.9369793
3398,4.9,4.943647
3399,4.9,4.960045
3400,4.9,4.9803853
3401,4.9,5.007417
3402,4.9,5.036021
3403,4.9,5.0634384
3404,4.9,5.0880094
3405,4.9,5.1085653
3406,5.0000005,5.1254816
3407,5.0000005,5.1389914
3408,4.9,5.1495204
3409,5.1000004,5.1572266
3410,5.1000004,5.163059
3411,5.2,5.1674247
3412,5.2999997,5.1706977
3413,5.2999997,5.179809
3414,5.4,5.1915812
3415,5.9,5.1979795
3416,5.9,5.213039
3417,5.9,5.2325354
3418,6.2,5.2623587
3419,6.2,5.3020782
3420,5.9,5.3444734
3421,6.1000004,5.391454
3422,6.1000004,5.469979
3423,6.1000004,5.56261
3424,6.0000005,5.656666
3425,6.0000005,5.7659984
3426,5.8,5.8762817
3427,5.8,5.95684
3428,5.8,6.028812
3429,5.8,6.0910196
3430,5.7,6.143007
3431,5.7,6.17876
3432,5.7,6.202637
3433,5.7,6.2032137
3434,5.6000004,6.1903453
3435,5.6000004,6.1708527
3436,5.5000005,6.150221
3437,5.5000005,6.1217813
3438,5.6000004,6.091233
3439,6.2,6.062999
3440,6.3,6.0398507
3441,6.3,6.014537
3442,6.2,5.9890995
3443,6.7,5.958557
3444,6.7,5.927187
3445,6.6000004,5.9038424
3446,6.6000004,5.9277015
3447,6.5000005,5.988401
3448,6.4,6.0630713
3449,6.4,6.1330886
3450,6.4,6.2364793
3451,6.3,6.3508806
3452,6.3,6.4544563
3453,6.3,6.5429087
3454,6.3,6.606233
3455,6.2,6.6438565
3456,6.2,6.6638603
3457,6.2,6.672932
3458,6.3,6.669132
3459,6.2,6.658454
3460,6.2,6.6450534
3461,6.3,6.631613
3462,6.3,6.613072
3463,6.6000004,6.5904036
3464,6.8,6.5674977
3465,6.8,6.555867
3466,6.8,6.540976
3467,6.8,6.5258536
3468,6.8,6.518511
3469,6.8,6.516569
3470,6.8,6.5462966
3471,6.8,6.6010222
3472,6.7,6.667477
3473,6.7,6.734972
3474,6.7,6.7960477
3475,6.7,6.851797
3476,6.5000005,6.8998322
3477,6.5000005,6.939266
3478,6.5000005,6.9697404
3479,6.5000005,6.986222
3480,6.6000004,6.9930906
3481,6.6000004,6.990719
3482,6.6000004,6.987663
3483,6.7,6.9746976
3484,6.7,6.956121
3485,6.8,6.935693
3486,6.6000004,6.91759
3487,6.8,6.907976
3488,6.9,6.9038887
3489,6.9,6.9029455
3490,6.9,6.9102893
3491,6.9,6.921732
3492,6.9,6.940771
3493,6.9,6.9460373
3494,6.8,6.9621873
3495,6.9,6.98967
3496,6.9,7.0211473
3497,6.9,7.052675
3498,6.9,7.0815644
3499,6.9,7.108173
3500,6.9,7.1310916
3501,7.0000005,7.1416197
3502,7.0000005,7.152216
3503,7.1000004,7.161189
3504,7.1000004,7.168583
3505,7.2,7.177172
3506,7.2,7.1850915
3507,7.2,7.1924896
3508,6.9,7.2051225
3509,6.8,7.220025
3510,6.8,7.241382
3511,7.0000005,7.2649217
3512,7.1000004,7.294546
3513,7.1000004,7.325361
3514,7.1000004,7.354584
3515,7.0000005,7.360194
3516,7.0000005,7.341045
3517,7.0000005,7.310306
3518,7.0000005,7.301581
3519,7.2,7.307902
3520,7.2,7.3221254
3521,7.2,7.339207
3522,7.1000004,7.3515277
3523,7.1000004,7.359159
3524,7.1000004,7.362821
3525,7.0000005,7.3637366
3526,7.2,7.3769593
3527,7.2,7.396207
3528,7.2,7.4172707
3529,7.2,7.431309
3530,7.2,7.439968
3531,7.2,7.444806
3532,7.2,7.440586
3533,7.1000004,7.4347067
3534,7.1000004,7.435302
3535,7.2,7.441324
3536,7.3,7.449889
3537,7.1000004,7.461434
3538,7.0000005,7.473167
3539,7.0000005,7.4841256
3540,6.9,7.486824
3541,6.9,7.4841237
3542,6.8,7.490442
3543,6.8,7.504144
3544,6.8,7.5117126
3545,6.8,7.5073705
3546,6.8,7.495582
3547,6.8,7.473539
3548,6.9,7.446998
3549,6.9,7.413559
3550,7.0000005,7.378334
3551,7.0000005,7.344677
3552,7.0000005,7.3145504
3553,7.1000004,7.288981
3554,7.2,7.26787
3555,7.2,7.257074
3556,7.2,7.253349
3557,7.2,7.2595296
3558,7.1000004,7.272325
3559,7.1000004,7.286328
3560,7.2,7.306583
3561,7.3,7.3355207
3562,7.4,7.367365
3563,7.4,7.398427
3564,7.6,7.4267974
3565,7.5000005,7.444969
3566,7.1000004,7.4596777
3567,7.0000005,7.4763966
3568,7.0000005,7.498989
3569,7.1000004,7.5309806
3570,7.1000004,7.5649085
3571,7.1000004,7.6096625
3572,7.1000004,7.6507893
3573,7.1000004,7.659323
3574,7.1000004,7.6424265
3575,7.1000004,7.6130013
3576,7.1000004,7.5819683
3577,7.1000004,7.5540323
3578,7.1000004,7.5310683
3579,7.1000004,7.513329
3580,7.1000004,7.4999714
